stability number, n (left intersection distance/height), radius/height, radius_x, radius_y, sector angle
9.32505814950888e-19, -0.12121212121212466, 0.1, -0.6060606060606233, 0.7954184696003921, 1.3021971699422792
0.03432145275383998, 0.0, 0.25, 0.4747925695696774, 2.4545003597232213, 1.9529515979823553
0.07550039124793623, 0.0, 0.5, 3.4996410716559145, 3.5710659990511293, 3.1213902898345354
0.08314956602003452, -0.12121212121212466, 0.55, 2.4263914187843145, 4.124466733377867, 2.8589900482117487
0.0853496695795673, 0.0, 0.55, 1.9147748177148654, 5.155932252992178, 2.2819706940483955
0.12035177282139056, 0.0, 0.75, 3.232233047033633, 6.767766952966368, 2.461918834681549
0.12295841234538898, -0.12121212121212466, 0.8, 4.598738451474725, 5.498537075440459, 2.981431281848473
0.133279204832113, 0.0, 0.8, 3.7744602218464856, 7.0536125519976345, 2.439314164072089
0.13338458638594558, -0.12121212121212466, 0.85, 3.154892311361868, 7.292406522247344, 2.434554644366436
0.1360162625392147, 0.0, 0.85, 2.95844550100703, 7.968538148090355, 2.1676203975734745
0.14337805508505228, 0.0, 0.95, 6.3050401056359675, 7.106086775878971, 2.6060773757190896
0.14839278710268408, -0.12121212121212466, 1.0, 5.76383856991571, 7.1649134760583735, 2.630283962508422
0.15498720482015246, 0.0, 1.0, 5.489132687336435, 8.358793115086334, 2.316726449802503
0.15749367997365507, -0.12121212121212466, 1.05, 4.962279796791117, 8.49274821133548, 2.3434729506703955
0.16058186538731165, 0.0, 1.05, 4.876984488947647, 9.298657015642853, 2.1206820317379487
0.16117729203175282, -0.12121212121212466, 1.1, 4.365792028267391, 9.48086936323337, 2.149804596046973
0.16350253535523496, 0.0, 1.1, 4.3540047172939715, 10.101615856969708, 1.9685174837698602
0.16537812563297066, 0.0, 1.2, 3.446936065502668, 11.49428691830585, 1.7372973731225563
0.1667088259798317, -0.12121212121212466, 1.35, 6.064735971920522, 11.370899239860483, 2.0383537447738656
0.16830395029442807, -0.12121212121212466, 1.4, 5.667761859119755, 12.192916342124695, 1.9272314619848698
0.16830881043521698, 0.0, 1.4, 5.768929736566134, 12.756153405104651, 1.7973546576683106
0.16864862726588684, -0.5353535353535364, 1.45, 4.9957872020657454, 10.155861491775385, 2.3548796740647515
0.16908355962765872, -0.12121212121212466, 1.45, 5.299392722407151, 12.955700918145745, 1.83124029951741
0.16934418470527463, 0.0, 1.45, 5.411896089967712, 13.452188695948038, 1.7128984790342527
0.16999981856355864, -0.5353535353535364, 1.5, 4.548566534643404, 11.267137089612715, 2.207225020544627
0.1700382123810909, -0.5353535353535364, 1.55, 4.157498385121716, 12.238882188424185, 2.0864760866067713
0.17012261462399147, 0.0, 1.55, 4.742821758414062, 14.756545726148588, 1.5698661618545866
0.1701352899787413, -0.5353535353535364, 1.7, 6.747434585454242, 11.940122551116044, 2.248510853945534
0.1712870269037737, -0.5353535353535364, 1.75, 6.390880347658582, 12.973769684927703, 2.1357423101396718
0.1716187391641875, -0.5353535353535364, 1.8, 6.066856897541437, 13.913110393853163, 2.0389692297007387
0.17294587306891168, -0.949494949494951, 1.85, 5.179679007365267, 11.265224290667755, 2.418436445030295
0.17409652107671, -0.949494949494951, 1.9, 4.803217553497999, 12.51249052166234, 2.2900747042076732
0.17419538852039526, -0.949494949494951, 1.95, 4.472866135056599, 13.60698815043789, 2.183233995910511
0.17422016816920577, -0.949494949494951, 2.15, 6.683979612945608, 14.159528697018986, 2.2279647147857022
0.17440024809475435, -0.949494949494951, 2.2, 6.402902673290727, 15.2071791084599, 2.1394378025259932
0.17475009826925064, -1.3636363636363655, 2.25, 5.370546116363886, 12.041070618996915, 2.48605793018141
0.17610362560710519, -1.3636363636363655, 2.3, 5.035049865003463, 13.430499538772404, 2.3683146270816864
0.17650188761541238, -1.3636363636363655, 2.35, 4.741587179606679, 14.645850054052014, 2.2697227581868757
0.17697746909419657, -1.77777777777778, 2.7, 5.2354713778762445, 14.12056526134094, 2.4380323846957257
0.17769486533629042, -1.77777777777778, 2.75, 4.966309656726195, 15.458217451298761, 2.344841929697761
0.17781986555783588, -1.77777777777778, 2.8, 4.723720970283063, 16.663809711197963, 2.2638585434847185
0.17819893330154762, -2.1919191919191947, 3.15, 5.1565444251249755, 16.0982763491324, 2.4103530522095253
0.17862194930703804, -2.1919191919191947, 3.2, 4.9303310630341475, 17.409856852568108, 2.332647684220497
0.17863455823005736, -2.1919191919191947, 3.25, 4.722762389793415, 18.61333582671135, 2.2635443639258055
0.17894603804508025, -2.606060606060609, 3.6, 5.106167881013265, 18.017552610496153, 2.3928375889597167
0.17921427486329153, -2.606060606060609, 3.65, 4.910468278421803, 19.31430957312241, 2.325942682958848
0.17943823825032623, -3.0202020202020208, 4.05, 5.071976648243822, 19.89962678563503, 2.3810177230501344
0.17961773224097838, -3.0202020202020208, 4.1, 4.8992406035541975, 21.187295482412235, 2.322161165138585
0.17978054338873875, -3.434343434343435, 4.5, 5.047680759719837, 21.756379545550725, 2.3726524227140073
0.17990581379023465, -3.434343434343435, 4.55, 4.892926055901853, 23.038186183235037, 2.32003712805144
0.18002864733934032, -3.84848484848485, 4.95, 5.029786602971743, 23.59505315047718, 2.366509334608984
0.18011911789929722, -3.84848484848485, 5.0, 4.889530501275088, 24.872942077046705, 2.318895770068258
0.18021444110520843, -4.262626262626265, 5.4, 5.016221627162789, 25.420340166136835, 2.3618626959735813
0.18028168335794303, -4.262626262626265, 5.45, 4.887923611246924, 26.69554468796725, 2.3183558392736177
0.18035730594366656, -4.676767676767679, 5.85, 5.00569103303496, 27.23542521372163, 2.3582615789684604
0.18040853619450156, -4.676767676767679, 5.9, 4.887435826311698, 28.50875905581252, 2.3181919639285424
0.1804695957242096, -5.0909090909090935, 6.3, 4.997351257594255, 29.04255023690385, 2.3554134441055417
0.18050948666305347, -5.0909090909090935, 6.35, 4.887656408984672, 30.314567269265485, 2.318266069032359
0.18055949898251838, -5.505050505050505, 6.75, 4.990633246409292, 30.843341453396484, 2.3531216045118617
0.18059117312063533, -5.505050505050505, 6.8, 4.888326261424323, 32.11442823654308, 2.318491121733082
0.18063262365063726, -5.91919191919192, 7.2, 4.985141660702617, 32.63900826187704, 2.351249779654638
